"Time (min)","Measured temperature"
0.0010000000000000152,20.089255415992646
0.002000999999999941,20.354955043393613
0.003001000000000074,20.792727585215076
0.004001000000000207,21.398993806867004
0.005001000000000339,22.170074696373895
0.006001000000000472,23.1023678736468
0.007001000000000605,24.19234599779916
0.008002000000000573,25.437875474511607
0.009002999999999838,26.834552635885615
0.010003999999999102,28.379056190327848
0.011004999999998367,30.06813411237177
0.012005999999997631,31.898602201639456
0.013006999999996896,33.86734267177942
0.01400799999999616,35.971302768757646
0.015008999999995425,38.20749341789019
0.016009999999995358,40.572987899020525
0.01701066666666701,43.060762539246895
0.01801066666666801,45.6266928646617
0.01901066666666901,48.25870215059098
0.02001066666667001,50.955297850965316
0.02101066666667101,53.71501855597336
0.02201066666667201,56.53643334489187
0.02301066666667301,59.41814115236568
0.02401066666667401,62.35877014785671
0.02501066666667501,65.35697712798853
0.02601066666667601,68.41144692152025
0.02701066666667701,71.52089180668425
0.02801066666667801,74.68405094063314
0.02901066666667901,77.89968980074505
0.03001066666668001,81.16659963753699
0.03101066666668101,84.48359693894857
0.03201066666668201,87.84952290575946
0.03301066666668301,91.26324293790708
0.03401133333335466,94.70458251795178
0.03501133333335566,98.1018420778007
0.03601133333335666,101.45337663737025
0.03701133333335766,104.76011155750031
0.03801133333335866,108.02295299372432
0.03901133333335966,111.24278829535399
0.04001133333336066,114.42048639627178
0.04101133333336166,117.55689819760222
0.04201133333336266,120.65285694242951
0.04301133333336366,123.70917858272978
0.04401133333336466,126.72666213867636
0.04501133333336566,129.70609005047993
0.04601133333336666,132.64822852291607
0.04701133333336766,135.5538278626934
0.04801133333336866,138.4236228088096
0.04901133333336966,141.25833285604517
0.050012000000041315,144.06051463603433
0.051012000000042315,146.80016640579947
0.052012000000043315,149.45486118525358
0.053012000000044315,152.02639249657042
0.054012000000045315,154.51651656229527
0.055012000000046316,156.92695308050284
0.056012000000047316,159.25938598384934
0.057012000000048316,161.51546418285105
0.058012000000049316,163.69680229371858
0.059012000000050316,165.80498135105915
0.060012000000051316,167.8415495057762
0.061012000000052316,169.8080227084577
0.062012000000053316,171.70588537857068
0.06301200000005432,173.5365910597425
0.06401200000005532,175.30156306142732
0.06501200000005632,177.00219508724004
0.06601200000005732,178.63985185022744
0.06701266666672898,180.21632953576798
0.06801266666672998,181.72395786491592
0.06901266666673098,183.16323378925983
0.07001266666673198,184.5356147608193
0.07101266666673298,185.8425279069524
0.07201266666673398,187.08537066057633
0.07301266666673498,188.26551137729362
0.07401266666673598,189.3842899396901
0.07501266666673698,190.4430183490777
0.07601266666673798,191.44298130493786
0.07701266666673898,192.3854367723262
0.07801266666673998,193.2716165374832
0.07901266666674098,194.10272675189992
0.08001266666674198,194.87994846507496
0.08101266666674298,195.60443814620538
0.08201266666674398,196.2773281950294
0.08301266666674498,196.8997274420586
0.08401333333341662,197.4758313028495
0.08501333333341762,198.01434879384237
0.08601333333341862,198.51707782447173
0.08701333333341962,198.98478670883813
0.08801333333342062,199.41822776994158
0.08901333333342162,199.81813767202033
0.09001333333342262,200.18523774598384
0.09101333333342362,200.52023430808325
0.09201333333342462,200.8238189719606
0.09301333333342562,201.09666895420906
0.09401333333342662,201.3394473735891
0.09501333333342762,201.55280354402146
0.09601333333342862,201.73737326149435
0.09701333333342962,201.8937790850063
0.09801333333343062,202.0226306116738
0.09901333333343162,202.12452474611717
0.10001400000010327,202.20008896791242
0.10101400000010427,202.25723107663424
0.10201400000010527,202.30340574540602
0.10301400000010627,202.33885066642569
0.10401400000010727,202.36379858258033
0.10501400000010827,202.37847739030795
0.10601400000010927,202.38311024032248
0.10701400000011027,202.377915636245
0.10801400000011127,202.36310753118923
0.10901400000011227,202.33889542233177
0.11001400000011327,202.3054844435247
0.11101400000011427,202.26307545598027
0.11201400000011527,202.21186513707022
0.11301400000011627,202.15204606728224
0.11401400000011727,202.08380681536755
0.11501400000011827,202.00733202171978
0.11601400000011927,201.92280248001933
0.11701466666679092,201.83087494591166
0.11801466666679192,201.73833344082072
0.11901466666679292,201.64702535467632
0.12001466666679392,201.55692574485496
0.12101466666679492,201.46801018638138
0.12201466666679592,201.38025476117545
0.12301466666679692,201.2936360475152
0.12401466666679792,201.2081311097255
0.12501466666679892,201.12371748807692
0.12601466666679992,201.04037318889533
0.12701466666680092,200.95807667487873
0.12801466666680192,200.8768068556113
0.12901466666680292,200.7965430782806
0.13001466666680392,200.71726511858122
0.13101466666680492,200.63895317181337
0.13201466666680592,200.56158784416084
0.13301466666680692,200.48515014415526
0.13401533333347856,200.41028619163237
0.13501533333347956,200.33925388141012
0.13601533333348056,200.27207560582252
0.13701533333348156,200.2086688965015
0.13801533333348256,200.1489530012481
0.13901533333348357,200.09284884836958
0.14001533333348457,200.04027901175232
0.14101533333348557,199.99116767666246
0.14201533333348657,199.94544060625734
0.14301533333348757,199.9030251087926
0.14401533333348857,199.8638500055103
0.14501533333348957,199.82784559919557
0.14601533333349057,199.79494364338495
0.14701533333349157,199.76507731221565
0.14801533333349257,199.73818117090386
0.14901533333349357,199.7141911468303
0.1500160000001652,199.69303130825054
0.1510160000001662,199.6745395950142
0.1520160000001672,199.65852337775664
0.1530160000001682,199.64492912240294
0.1540160000001692,199.63370440947125
0.1550160000001702,199.62479791091133
0.1560160000001712,199.61815936741692
0.1570160000001722,199.61373956621802
0.1580160000001732,199.611490319327
0.1590160000001742,199.61136444224167
0.1600160000001752,199.61331573308928
0.1610160000001762,199.61729895220535
0.1620160000001772,199.62326980213376
0.1630160000001782,199.6311849080465
0.1640160000001792,199.64100179856547
0.1650160000001802,199.652678886988
0.1660160000001812,199.66617545290006
0.16701666666685286,199.68139048778968
0.16801666666685386,199.69741603879183
0.16901666666685486,199.7139980551698
0.17001666666685586,199.73112408382497
0.17101666666685686,199.74878193133796
0.17201666666685786,199.76695965857078
0.17301666666685886,199.78564557538397
0.17401666666685986,199.80482823545788
0.17501666666686086,199.82449643122902
0.17601666666686186,199.84463918892317
0.17701666666686286,199.86524576369993
0.17801666666686386,199.88630563489224
0.17901666666686486,199.90780850134576
0.18001666666686586,199.92974427685922
0.18101666666686686,199.95210308571396
0.18201666666686786,199.9748752583005
0.18301666666686886,199.99805132683383
0.1840173333335405,200.0214328589098
0.1850173333335415,200.04435971613452
0.1860173333335425,200.06681324277457
0.1870173333335435,200.08880327211585
0.1880173333335445,200.11033943309766
